name,pokedex_num,clear_path,blacked_path,description,tier,generation,de,fr,jp,ko,zh,en
timburr,532.0,./gifs/clear/timburr.gif,./gifs/blacked/timburr.gif,"Timburr is the 38th Pokémon in the Unova Pokédex. It is a Fighting Type, and it is known as the Muscular Pokémon.",0.0,unova,praktibalk,charpenti,ドッコラー,으랏차,搬運小匠,timburr
gurdurr,533.0,./gifs/clear/gurdurr.gif,./gifs/blacked/gurdurr.gif,"Gurdurr is the 39th Pokémon in the Unova Pokédex. It is a Fighting-Type, and it is known as the Muscular Pokémon.",0.0,unova,strepoli,ouvrifier,ドテッコツ,토쇠골,鐵骨土人,gurdurr
conkeldurr,534.0,./gifs/clear/conkeldurr.gif,./gifs/blacked/conkeldurr.gif,"Conkeldurr is the 40th Pokémon in the Unova Pokédex. It is a Fighting Type, and it is known as the Muscular Pokémon.",0.0,unova,meistagrif,bétochef,ローブシン,노보청,修建老匠,conkeldurr
tympole,535.0,./gifs/clear/tympole.gif,./gifs/blacked/tympole.gif,"Tympole is the 41st Pokémon in the Unova Pokédex. It is a Water Type, and it is known as the Tadpole Pokémon.",0.0,unova,schallquap,tritonde,オタマロ,동챙이,圓蝌蚪,tympole
palpitoad,536.0,./gifs/clear/palpitoad.gif,./gifs/blacked/palpitoad.gif,"Palpitoad is the 42nd Pokémon in the Unova Pokédex. It is a Water/Ground Type, and it is known as the Vibration Pokémon.",0.0,unova,mebrana,batracné,ガマガル,두까비,藍蟾蜍,palpitoad
seismitoad,537.0,./gifs/clear/seismitoad.gif,./gifs/blacked/seismitoad.gif,"Seismitoad is the 43rd Pokémon in the Unova Pokédex. It is a Water/Ground type, and it is known as the Vibration Pokémon.",0.0,unova,branawarz,crapustule,ガマゲロゲ,두빅굴,蟾蜍王,seismitoad
throh,538.0,./gifs/clear/throh.gif,./gifs/blacked/throh.gif,"Throh is the 44th Pokémon in the Unova Pokédex. He is a Fighting Type, and is known as the Judo Pokémon.",0.0,unova,jiutesto,judokrak,ナゲキ,던지미,投摔鬼,throh
sawk,539.0,./gifs/clear/sawk.gif,./gifs/blacked/sawk.gif,"Sawk is the 45th Pokémon in the Unova Pokédex. He is a Fighting Type, and is known as the Karate Pokémon.",0.0,unova,karadonis,karaclée,ダゲキ,타격귀,打擊鬼,sawk
sewaddle,540.0,./gifs/clear/sewaddle.gif,./gifs/blacked/sewaddle.gif,"Sewaddle is the 46th Pokémon in the Unova Pokédex. It is a Bug/Grass type, and it is known as the Sewing Pokémon.",0.0,unova,strawickl,larveyette,クルミル,두르보,蟲寶包,sewaddle
swadloon,541.0,./gifs/clear/swadloon.gif,./gifs/blacked/swadloon.gif,"Swadloon is the 47th Pokémon in the Unova Pokédex. It is a Bug/Grass type, and it is known as the Leaf-Wrapped Pokémon.",0.0,unova,folikon,couverdure,クルマユ,두르쿤,寶包繭,swadloon
leavanny,542.0,./gifs/clear/leavanny.gif,./gifs/blacked/leavanny.gif,"Leavanny is the 48th Pokémon in the Unova Pokédex. It is a Bug/Grass type, and it is known as the Leaf-Wrapped Pokémon.",0.0,unova,matrifol,manternel,ハハコモリ,모아머,保母蟲,leavanny
venipede,543.0,./gifs/clear/venipede.gif,./gifs/blacked/venipede.gif,"Venipede is the 49th Pokémon in the Unova Pokédex. It is a Bug/Poison type, and it is known as the Centipede Pokémon.",0.0,unova,toxiped,venipatte,フシデ,마디네,百足蜈蚣,venipede
whirlipede,544.0,./gifs/clear/whirlipede.gif,./gifs/blacked/whirlipede.gif,"Whirlpede is the 50th Pokémon in the Unova Pokédex. It is a Bug/Poison type, and it is known as the Curlipede Pokémon.",0.0,unova,rollum,scobolide,ホイーガ,휠구,車輪毬,whirlipede
scolipede,545.0,./gifs/clear/scolipede.gif,./gifs/blacked/scolipede.gif,"Scolipede is the 51st Pokémon in the Unova Pokédex. It is a Bug/Poison type, and is known as the Megapede Pokémon.",0.0,unova,cerapendra,brutapode,ペンドラー,펜드라,蜈蚣王,scolipede
cottonee,546.0,./gifs/clear/cottonee.gif,./gifs/blacked/cottonee.gif,"Cottonee is the 52nd Pokémon in the Unova Pokédex. It is a Grass/Fairy type, and it is known as the Cotton Puff Pokémon.",0.0,unova,waumboll,doudouvet,モンメン,소미안,木棉球,cottonee
whimsicott,547.0,./gifs/clear/whimsicott.gif,./gifs/blacked/whimsicott.gif,"Whimsicott is the 53rd Pokémon in the Unova Pokédex. It is a Grass/Fairy type, and it is known as the Windveiled Pokémon.",0.0,unova,elfun,farfaduvet,エルフーン,엘풍,風妖精,whimsicott
petilil,548.0,./gifs/clear/petilil.gif,./gifs/blacked/petilil.gif,"Petilil is the 54th Pokémon in the Unova Pokédex. It is a Grass type, and is known as the Bulb Pokémon.",0.0,unova,lilminip,chlorobule,チュリネ,치릴리,百合根娃娃,petilil
lilligant,549.0,./gifs/clear/lilligant.gif,./gifs/blacked/lilligant.gif,"Lilligant is the 55th Pokémon in the Unova Pokédex. It is a Grass type, and is known as the Flowering Pokémon.",0.0,unova,dressella,fragilady,ドレディア,드레디어,裙兒小姐,lilligant
basculin,550.0,./gifs/clear/basculin.gif,./gifs/blacked/basculin.gif,"Basculin is the 56th Pokémon in the Unova Pokédex. It is a Water Type, and it is known as the Hostile Pokémon.",0.0,unova,barschuft,bargantua,バスラオ,배쓰나이,野蠻鱸魚,basculin
sandile,551.0,./gifs/clear/sandile.gif,./gifs/blacked/sandile.gif,"Sandile is the 57th Pokémon in the Unova Pokédex. It is a Ground/Dark Type, and it is known as the Desert Croc Pokémon.",0.0,unova,ganovil,mascaïman,メグロコ,깜눈크,黑眼鱷,sandile
krokorok,552.0,./gifs/clear/krokorok.gif,./gifs/blacked/krokorok.gif,"Krokorok is the 58th Pokémon in the Unova Pokédex. It is a Ground/Dark Type, and it is known as the Desert Croc Pokémon.",0.0,unova,rokkaiman,escroco,ワルビル,악비르,混混鱷,krokorok
krookodile,553.0,./gifs/clear/krookodile.gif,./gifs/blacked/krookodile.gif,"Krookodile is the 59th Pokémon in the Unova Pokédex. It is a Ground/Dark Type, and it is known as the Intimidation Pokémon.",0.0,unova,rabigator,crocorible,ワルビアル,악비아르,流氓鱷,krookodile
darumaka,554.0,./gifs/clear/darumaka.gif,./gifs/blacked/darumaka.gif,"Darumaka is the 60th Pokémon in the Unova Pokédex. It is a Fire-Type, and it is known as the Zen Charm Pokémon.",0.0,unova,flampion,darumarond,ダルマッカ,달막화,火紅不倒翁,darumaka
darmanitan,555.0,./gifs/clear/darmanitan.gif,./gifs/blacked/darmanitan.gif,"Darmanitan is the 61st Pokémon in the Unova Pokédex. It is normally a Fire-Type, and it is classified as the Blazing Pokémon.",0.0,unova,flampivian,darumacho,ヒヒダルマ,불비달마,達摩狒狒,darmanitan
maractus,556.0,./gifs/clear/maractus.gif,./gifs/blacked/maractus.gif,"Maractus is the 62nd Pokémon in the Unova Pokédex. It is a Grass-Type, and it is known as the Cactus Pokémon.",0.0,unova,maracamba,maracachi,マラカッチ,마라카치,沙鈴仙人掌,maractus
dwebble,557.0,./gifs/clear/dwebble.gif,./gifs/blacked/dwebble.gif,Dwebble is the 63rd Pokémon in the Unova Pokédex. It is a Bug/Rock Type and it is known as the Rock Inn Pokémon.,0.0,unova,lithomith,crabicoque,イシズマイ,돌살이,石居蟹,dwebble
crustle,558.0,./gifs/clear/crustle.gif,./gifs/blacked/crustle.gif,Crustle is the 64th Pokémon in the Unova Pokédex. It is a Bug/Rock Type and it is known as the Stone Home Pokémon.,0.0,unova,castellith,crabaraque,イワパレス,암팰리스,岩殿居蟹,crustle
scraggy,559.0,./gifs/clear/scraggy.gif,./gifs/blacked/scraggy.gif,"Scraggy' is the 65th Pokémon in the Unova Pokédex. It is a Dark/Fighting Type, and it is known as the Shedding Pokémon.",0.0,unova,zurrokex,baggiguane,ズルッグ,곤율랭,滑滑小子,scraggy
scrafty,560.0,./gifs/clear/scrafty.gif,./gifs/blacked/scrafty.gif,"Scrafty' is the 66th Pokémon in the Unova Pokédex. It is a Dark/Fighting Type, and it is known as the Hoodlum Pokémon.",0.0,unova,irokex,baggaïd,ズルズキン,곤율거니,頭巾混混,scrafty
sigilyph,561.0,./gifs/clear/sigilyph.gif,./gifs/blacked/sigilyph.gif,"Sigilyph is the 67th Pokémon in the Unova Pokédex. It is a Psychic/Flying Type, and it is known as the Avianoid Pokémon.",0.0,unova,symvolara,cryptéro,シンボラー,심보러,象徵鳥,sigilyph
yamask,562.0,./gifs/clear/yamask.gif,./gifs/blacked/yamask.gif,"Yamask is the 68th Pokémon in the Unova Pokédex. It is a Ghost-Type, and it is known as the Spirit Pokémon.",0.0,unova,makabaja,tutafeh,デスマス,데스마스,哭哭面具,yamask
cofagrigus,563.0,./gifs/clear/cofagrigus.gif,./gifs/blacked/cofagrigus.gif,"Cofagrigus is the 69th Pokémon in the Unova Pokédex. It is a Ghost-Type, and it is known as the Coffin Pokémon.",0.0,unova,echnatoll,tutankafer,デスカーン,데스니칸,死神棺,cofagrigus
tirtouga,564.0,./gifs/clear/tirtouga.gif,./gifs/blacked/tirtouga.gif,"Tirtouga is the 70th Pokémon in the Unova Pokédex. It is a Water/Rock Type, and it is known as the Prototurtle Pokémon.",0.0,unova,galapaflos,carapagos,プロトーガ,프로토가,原蓋海龜,tirtouga
carracosta,565.0,./gifs/clear/carracosta.gif,./gifs/blacked/carracosta.gif,"Carrracosta is the 71st Pokémon in the Unova Pokédex. It is a Water/Rock Type, and it is known as Prototurtle Pokémon.",0.0,unova,karippas,mégapagos,アバゴーラ,늑골라,肋骨海龜,carracosta
archen,566.0,./gifs/clear/archen.gif,./gifs/blacked/archen.gif,"Archen is the 72nd Pokémon in the Unova Pokédex. It is a Rock/Flying-Type, and it is known as the First Bird Pokémon.",0.0,unova,flapteryx,arkéapti,アーケン,아켄,始祖小鳥,archen
archeops,567.0,./gifs/clear/archeops.gif,./gifs/blacked/archeops.gif,"Archeops is the 73rd Pokémon in the Unova Pokédex. It is a Rock/Flying Type, and it is known as the First Bird Pokémon.",0.0,unova,aeropteryx,aéroptéryx,アーケオス,아케오스,始祖大鳥,archeops
trubbish,568.0,./gifs/clear/trubbish.gif,./gifs/blacked/trubbish.gif,"Trubbish is the 74th Pokémon in the Unova Pokédex. It is a Poison-Type, and it is known as the Trash Bag Pokémon.",0.0,unova,unratütox,miamiasme,ヤブクロン,깨봉이,破破袋,trubbish
garbodor,569.0,./gifs/clear/garbodor.gif,./gifs/blacked/garbodor.gif,"Garbodor is the 75th Pokémon in the Unova Pokédex. It is a Poison-Type, and it is known as the Trash Heap Pokémon.",0.0,unova,deponitox,miasmax,ダストダス,더스트나,灰塵山,garbodor
zorua,570.0,./gifs/clear/zorua.gif,./gifs/blacked/zorua.gif,"Zorua is the 76th Pokémon in the Unova Pokédex. It is a Dark-Type, and it is known as the Tricky Fox Pokémon.",0.0,unova,zorua,zorua,ゾロア,조로아,索羅亞,zorua
zoroark,571.0,./gifs/clear/zoroark.gif,./gifs/blacked/zoroark.gif,"Zoroark is the 77th Pokémon in the Unova Pokédex. It is a Dark Type, and it is known as the Illusion Fox Pokémon.",0.0,unova,zoroark,zoroark,ゾロアーク,조로아크,索羅亞克,zoroark
minccino,572.0,./gifs/clear/minccino.gif,./gifs/blacked/minccino.gif,"Minccino is the 78th Pokémon in the Unova Pokédex. It is a Normal Type, and it is known as the Chinchilla Pokémon.",0.0,unova,picochilla,chinchidou,チラーミィ,치라미,泡沫栗鼠,minccino
cinccino,573.0,./gifs/clear/cinccino.gif,./gifs/blacked/cinccino.gif,"Cinccino is the 79th Pokémon in the Unova Pokédex. It is a Normal Type, and it is known as the Scarf Pokémon.",0.0,unova,chillabell,pashmilla,チラチーノ,치라치노,奇諾栗鼠,cinccino
gothita,574.0,./gifs/clear/gothita.gif,./gifs/blacked/gothita.gif,"Gothita is the 80th Pokémon in the Unova Pokédex. It is a Psychic Type, and is known as the Fixation Pokémon.",0.0,unova,mollimorba,scrutella,ゴチム,고디탱,哥德寶寶,gothita
gothorita,575.0,./gifs/clear/gothorita.gif,./gifs/blacked/gothorita.gif,"Gothorita is the 81st Pokémon in the Unova Pokédex. It is a Psychic Type, and is known as the Manipulate Pokémon.",0.0,unova,hypnomorba,mesmérella,ゴチミル,고디보미,哥德小童,gothorita
gothitelle,576.0,./gifs/clear/gothitelle.gif,./gifs/blacked/gothitelle.gif,"Gothitelle is the 82nd Pokémon in the Unova Pokédex. It is a Psychic Type, and it is known as the Celestial Body Pokémon.",0.0,unova,morbitesse,sidérella,ゴチルゼル,고디모아젤,哥德小姐,gothitelle
solosis,577.0,./gifs/clear/solosis.gif,./gifs/blacked/solosis.gif,"Solosis is the 83rd Pokémon in the Unova Pokédex. It is a Psychic-Type, and it is known as the Cell Pokémon.",0.0,unova,monozyto,nucléos,ユニラン,유니란,單卵細胞球,solosis
duosion,578.0,./gifs/clear/duosion.gif,./gifs/blacked/duosion.gif,"Duosion is the 84th Pokémon in the Unova Pokédex. It is a Psychic-Type, and it is known as the Mitosis Pokémon.",0.0,unova,mitodos,méios,ダブラン,듀란,雙卵細胞球,duosion
reuniclus,579.0,./gifs/clear/reuniclus.gif,./gifs/blacked/reuniclus.gif,"Reuniclus is the 85th Pokémon in the Unova Pokédex. It is a Psychic-Type, and it is known as the Multiplying Pokémon.",0.0,unova,zytomega,symbios,ランクルス,란쿨루스,人造細胞卵,reuniclus
ducklett,580.0,./gifs/clear/ducklett.gif,./gifs/blacked/ducklett.gif,"Ducklett is the 86th Pokémon in the Unova Pokédex. It is a Water/Flying-Type, and it is known as the Water Bird Pokémon.",0.0,unova,piccolente,couaneton,コアルヒー,꼬지보리,鴨寶寶,ducklett
swanna,581.0,./gifs/clear/swanna.gif,./gifs/blacked/swanna.gif,"Swanna is the 87th Pokémon in the Unova Pokédex. It is a Water/Flying-Type, and it is known as the White Bird Pokémon.",0.0,unova,swaroness,lakmécygne,スワンナ,스완나,舞天鵝,swanna
vanillite,582.0,./gifs/clear/vanillite.gif,./gifs/blacked/vanillite.gif,"Vanillite is the 88th Pokémon in the Unova Pokédex. It is an Ice Type, and it is known as the Fresh Snow Pokémon.",0.0,unova,gelatini,sorbébé,バニプッチ,바닐프티,迷你冰,vanillite
vanillish,583.0,./gifs/clear/vanillish.gif,./gifs/blacked/vanillish.gif,"Vanillish is the 89th Pokémon in the Unova Pokédex. It is an Ice Type, and is known as the Icy Snow Pokémon.",0.0,unova,gelatroppo,sorboul,バニリッチ,바닐리치,多多冰,vanillish
vanilluxe,584.0,./gifs/clear/vanilluxe.gif,./gifs/blacked/vanilluxe.gif,"Vanilluxe is the 90th Pokémon in the Unova Pokédex. It is an Ice Type, and is known as the Snowstorm Pokémon.",0.0,unova,gelatwino,sorbouboul,バイバニラ,배바닐라,雙倍多多冰,vanilluxe
deerling,585.0,./gifs/clear/deerling.gif,./gifs/blacked/deerling.gif,"Deerling is the 91st Pokémon in the Unova Pokédex. It is a Normal/Grass type, and is known as the Seasonal Pokémon.",0.0,unova,sesokitz,vivaldaim,シキジカ,사철록,四季鹿,deerling
sawsbuck,586.0,./gifs/clear/sawsbuck.gif,./gifs/blacked/sawsbuck.gif,"Sawsbuck is the 92nd Pokémon in the Unova Pokédex. It is a Normal/Grass Type, and it is known as the Season Pokémon.",0.0,unova,kronjuwild,haydaim,メブキジカ,바라철록,萌芽鹿,sawsbuck
emolga,587.0,./gifs/clear/emolga.gif,./gifs/blacked/emolga.gif,"Emolga is the 93rd Pokémon in the Unova Pokédex. It is an Electric/Flying type, and it is known as the Sky Squirrel Pokémon.",0.0,unova,emolga,emolga,エモンガ,에몽가,電飛鼠,emolga
karrablast,588.0,./gifs/clear/karrablast.gif,./gifs/blacked/karrablast.gif,"Karrablast is the 94th Pokémon in the Unova Pokédex. It is a Bug Type, and it is known as the Clamping Pokémon.",0.0,unova,laukaps,carabing,カブルモ,딱정곤,蓋蓋蟲,karrablast
escavalier,589.0,./gifs/clear/escavalier.gif,./gifs/blacked/escavalier.gif,"Escavalier is the 95th Pokémon in the Unova Pokédex. It is a Bug/Steel Type, and it is known as the Cavalry Pokémon.",0.0,unova,cavalanzas,lançargot,シュバルゴ,슈바르고,騎士蝸牛,escavalier
foongus,590.0,./gifs/clear/foongus.gif,./gifs/blacked/foongus.gif,"Foongus is the 96th Pokémon in the Unova Pokédex. It is a Grass/Poison Type, and it is known as the Mushroom Pokémon.",0.0,unova,tarnpignon,trompignon,タマゲタケ,깜놀버슬,哎呀球菇,foongus
amoonguss,591.0,./gifs/clear/amoonguss.gif,./gifs/blacked/amoonguss.gif,"Amoonguss is the 97th Pokémon in the Unova Pokédex. It is a Grass/Poison Type, and it is known as the Mushroom Pokémon.",0.0,unova,hutsassa,gaulet,モロバレル,뽀록나,敗露球菇,amoonguss
frillish,592.0,./gifs/clear/frillish.gif,./gifs/blacked/frillish.gif,"Frillish is the 98th Pokémon in the Unova Pokédex. It is a Water/Ghost Type, and it is known as the Floating Pokémon.",0.0,unova,quabbel,viskuse,プルリル,탱그릴,輕飄飄,frillish
jellicent,593.0,./gifs/clear/jellicent.gif,./gifs/blacked/jellicent.gif,"Jellicent is the 99th Pokémon in the Unova Pokédex. It is a Water/Ghost Type, and it is known as the Floating Pokémon.",0.0,unova,apoquallyp,moyade,ブルンゲル,탱탱겔,胖嘟嘟,jellicent
alomomola,594.0,./gifs/clear/alomomola.gif,./gifs/blacked/alomomola.gif,"Alomomola is the 100th Pokémon in the Unova Pokédex. It is a Water-Type, and it is known as the Caring Pokémon.",0.0,unova,mamolida,mamanbo,ママンボウ,맘복치,保母曼波,alomomola
joltik,595.0,./gifs/clear/joltik.gif,./gifs/blacked/joltik.gif,"Joltik is the 101st Pokémon in the Unova Pokédex. It is a Bug/Electric Type, and is classified as the Attaching Pokémon.",0.0,unova,wattzapf,statitik,バチュル,파쪼옥,電電蟲,joltik
galvantula,596.0,./gifs/clear/galvantula.gif,./gifs/blacked/galvantula.gif,"Galvantula is the 102nd Pokémon in the Unova Pokédex. It is a Bug/Electric Type, and is classified as the EleSpider Pokémon.",0.0,unova,voltula,mygavolt,デンチュラ,전툴라,電蜘蛛,galvantula
ferroseed,597.0,,,,0.0,unova,kastadur,grindur,テッシード,철시드,種子鐵球,ferroseed
ferrothorn,598.0,./gifs/clear/ferrothorn.gif,./gifs/blacked/ferrothorn.gif,"Ferrothorn is the 104th Pokémon in the Unova Pokédex. It is a Grass/Steel Type, and it is known as the Thorn Pod Pokémon.",0.0,unova,tentantel,noacier,ナットレイ,너트령,堅果啞鈴,ferrothorn
klink,599.0,./gifs/clear/klink.gif,./gifs/blacked/klink.gif,"Klink is the 105th Pokémon in the Unova Pokédex. It is a Steel type, and is known as the Gear Pokémon.",0.0,unova,klikk,tic,ギアル,기어르,齒輪兒,klink
klang,600.0,./gifs/clear/klang.gif,./gifs/blacked/klang.gif,"Klang is the 106th Pokémon in the Unova Pokédex. It is a Steel Type, and it is known as the Gear Pokémon.",0.0,unova,kliklak,clic,ギギアル,기기어르,齒輪組,klang
klinklang,601.0,./gifs/clear/klinklang.gif,./gifs/blacked/klinklang.gif,"Klinklang is the 107th Pokémon in the Unova Pokédex. It is a Steel Type, and it is known as the Gear Pokémon.",0.0,unova,klikdiklak,cliticlic,ギギギアル,기기기어르,齒輪怪,klinklang
tynamo,602.0,./gifs/clear/tynamo.gif,./gifs/blacked/tynamo.gif,"Tynamo is the 108th Pokémon in the Unova Pokédex. It is an Electric Type, and it is known as the EleFish Pokémon.",0.0,unova,zapplardin,anchwatt,シビシラス,저리어,麻麻小魚,tynamo
eelektrik,603.0,./gifs/clear/eelektrik.gif,./gifs/blacked/eelektrik.gif,"Eelektrik is the 109th Pokémon in the Unova Pokédex. It is an Electric Type, and it is known as the EleFish Pokémon.",0.0,unova,zapplalek,lampéroie,シビビール,저리릴,麻麻鰻,eelektrik
eelektross,604.0,./gifs/clear/eelektross.gif,./gifs/blacked/eelektross.gif,"Eelektross is the 110th Pokémon in the Unova Pokédex. It is an Electric Type, and it is known as the EleFish Pokémon.",0.0,unova,zapplarang,ohmassacre,シビルドン,저리더프,麻麻鰻魚王,eelektross
elgyem,605.0,./gifs/clear/elgyem.gif,./gifs/blacked/elgyem.gif,"Elgyem is the 111th Pokémon in the Unova Pokédex. It is a Psychic Type, and it is known as the Brain Pokémon.",0.0,unova,pygraulon,lewsor,リグレー,리그레,小灰怪,elgyem
beheeyem,606.0,./gifs/clear/beheeyem.gif,./gifs/blacked/beheeyem.gif,"Beheeyem is the 112th Pokémon in the Unova Pokédex. It is a Psychic Type, and it is known as the Brain Pokémon.",0.0,unova,megalon,neitram,オーベム,벰크,大宇怪,beheeyem
litwick,607.0,./gifs/clear/litwick.gif,./gifs/blacked/litwick.gif,"Litwick is the 113th Pokémon in the Unova Pokédex. It is a Ghost/Fire Type, and it is known as the Candle Pokémon.",0.0,unova,lichtel,funécire,ヒトモシ,불켜미,燭光靈,litwick
lampent,608.0,./gifs/clear/lampent.gif,./gifs/blacked/lampent.gif,"Lampent is the 114th Pokémon in the Unova Pokédex. It is a Ghost/Fire Type, and it is known as the Lamp Pokémon.",0.0,unova,laternecto,mélancolux,ランプラー,램프라,燈火幽靈,lampent
chandelure,609.0,./gifs/clear/chandelure.gif,./gifs/blacked/chandelure.gif,"Chandelure is the 115th Pokémon in the Unova Pokédex. It is a Ghost/Fire Type, and it is known as the Luring Pokémon.",0.0,unova,skelabra,lugulabre,シャンデラ,샹델라,水晶燈火靈,chandelure
axew,610.0,./gifs/clear/axew.gif,./gifs/blacked/axew.gif,"Axew is the 116th Pokemon in the Unova Pokédex. It is a Dragon-Type, and it is known as the Tusk Pokémon.",0.0,unova,milza,coupenotte,キバゴ,터검니,牙牙,axew
fraxure,611.0,./gifs/clear/fraxure.gif,./gifs/blacked/fraxure.gif,"Fraxure is the 117th Pokémon in the Unova Pokédex. It is a Dragon-Type, and it is known as the Axe Jaw Pokémon.",0.0,unova,sharfax,incisache,オノンド,액슨도,斧牙龍,fraxure
haxorus,612.0,./gifs/clear/haxorus.gif,./gifs/blacked/haxorus.gif,"Haxorus is the 118th Pokémon in the Unova Pokédex. It is a Dragon Type, and it is known as the Axe Jaw Pokémon.",0.0,unova,maxax,tranchodon,オノノクス,액스라이즈,雙斧戰龍,haxorus
cubchoo,613.0,./gifs/clear/cubchoo.gif,./gifs/blacked/cubchoo.gif,"Cubchoo is the 119th Pokémon in the Unova Pokédex. It is an Ice-Type, and it is known as the Freezing Pokémon.",0.0,unova,petznief,polarhume,クマシュン,코고미,噴嚏熊,cubchoo
beartic,614.0,./gifs/clear/beartic.gif,./gifs/blacked/beartic.gif,"Beartic is the 120th Pokémon in the Unova Pokédex. It is an Ice-Type, and it is known as the Freezing Pokémon.",0.0,unova,siberio,polagriffe,ツンベアー,툰베어,凍原熊,beartic
cryogonal,615.0,./gifs/clear/cryogonal.gif,./gifs/blacked/cryogonal.gif,"Cryogonal is the 121st Pokémon in the Unova Pokédex. It is an Ice-Type, and it is known as the Crystal Pokémon.",0.0,unova,frigometri,hexagel,フリージオ,프리지오,幾何雪花,cryogonal
shelmet,616.0,./gifs/clear/shelmet.gif,./gifs/blacked/shelmet.gif,"Shelmet is the 122nd Pokémon in the Unova Pokédex. It is a Bug Type, and it is known as the Snail Pokémon.",0.0,unova,schnuthelm,escargaume,チョボマキ,쪼마리,小嘴蝸,shelmet
accelgor,617.0,./gifs/clear/accelgor.gif,./gifs/blacked/accelgor.gif,"Accelgor is the 123rd Pokémon in the Unova Pokédex. It is a Bug Type, and it is known as the Shell Out Pokémon.",0.0,unova,hydragil,limaspeed,アギルダー,어지리더,敏捷蟲,accelgor
stunfisk,618.0,./gifs/clear/stunfisk.gif,./gifs/blacked/stunfisk.gif,"Stunfisk is the 124th Pokémon in the Unova Pokédex. It is an Electric/Ground Type, and it is known as the Trap Pokémon. Stunfisk is the only known Pokémon with this typing classification.",0.0,unova,flunschlik,limonde,マッギョ,메더,泥巴魚,stunfisk
mienfoo,619.0,./gifs/clear/mienfoo.gif,./gifs/blacked/mienfoo.gif,"Mienfoo is the 125th Pokémon in the Unova Pokédex. It is a Fighting type, and it is known as the Martial Arts Pokémon.",0.0,unova,lin-fu,kungfouine,コジョフー,비조푸,功夫鼬,mienfoo
mienshao,620.0,./gifs/clear/mienshao.gif,./gifs/blacked/mienshao.gif,"Mienshao is the 126th Pokémon in the Unova Pokédex. It is a Fighting Type, and it is known as the Martial Arts Pokémon.",0.0,unova,wie-shu,shaofouine,コジョンド,비조도,師父鼬,mienshao
druddigon,621.0,./gifs/clear/druddigon.gif,./gifs/blacked/druddigon.gif,"Druddigon is the 127th Pokémon in the Unova Pokédex. It is a Dragon Type, and it is known as the Cave Pokémon.",0.0,unova,shardrago,drakkarmin,クリムガン,크리만,赤面龍,druddigon
golett,622.0,./gifs/clear/golett.gif,./gifs/blacked/golett.gif,"Golett is the 128th Pokémon in the Unova Pokédex. It is a Ground/Ghost Type, and it is known as the Automaton Pokémon.",0.0,unova,golbit,gringolem,ゴビット,골비람,泥偶小人,golett
golurk,623.0,./gifs/clear/golurk.gif,./gifs/blacked/golurk.gif,"Golurk is the 129th Pokémon in the Unova Pokédex. It is a Ground/Ghost Type, and it is known as the Automaton Pokémon.",0.0,unova,golgantes,golemastoc,ゴルーグ,골루그,泥偶巨人,golurk
pawniard,624.0,./gifs/clear/pawniard.gif,./gifs/blacked/pawniard.gif,"Pawniard is the 130th Pokémon in the Unova Pokédex. It is a Dark/Steel Type, and is classified as the Sharp Blade Pokémon.",0.0,unova,gladiantri,scalpion,コマタナ,자망칼,駒刀小兵,pawniard
bisharp,625.0,./gifs/clear/bisharp.gif,./gifs/blacked/bisharp.gif,"Bisharp is the 131st Pokémon in the Unova Pokédex. It is a Dark/Steel type, and it is known as the Sword Blade Pokémon.",0.0,unova,caesurio,scalproie,キリキザン,절각참,劈斬司令,bisharp
bouffalant,626.0,./gifs/clear/bouffalant.gif,./gifs/blacked/bouffalant.gif,"Bouffalant is the 132nd Pokémon in the Unova Pokédex. It is a Normal type, and it is known as the Bash Buffalo Pokémon.",0.0,unova,bisofank,frison,バッフロン,버프론,爆炸頭水牛,bouffalant
rufflet,627.0,./gifs/clear/rufflet.gif,./gifs/blacked/rufflet.gif,"Rufflet is the 133rd Pokémon in the Unova Pokédex. It is a Normal/Flying Type, and is known as the Eaglet Pokémon.",0.0,unova,geronimatz,furaiglon,ワシボン,수리둥보,毛頭小鷹,rufflet
braviary,628.0,./gifs/clear/braviary.gif,./gifs/blacked/braviary.gif,"Braviary is the 134th Pokémon in the Unova Pokédex. It is a Normal/Flying-Type, and is known as the Valiant Pokémon.",0.0,unova,washakwil,gueriaigle,ウォーグル,워글,勇士雄鷹,braviary
vullaby,629.0,./gifs/clear/vullaby.gif,./gifs/blacked/vullaby.gif,"Vullaby is the 135th Pokémon in the Unova Pokédex. It is a Dark/Flying Type, and is known as the Diapered Pokémon.",0.0,unova,skallyk,vostourno,バルチャイ,벌차이,禿鷹丫頭,vullaby
mandibuzz,630.0,./gifs/clear/mandibuzz.gif,./gifs/blacked/mandibuzz.gif,"Mandibuzz is the 136th Pokémon in the Unova Pokédex. It is a Dark/Flying Type, and is known as the Bone Vulture Pokémon.",0.0,unova,grypheldis,vaututrice,バルジーナ,버랜지나,禿鷹娜,mandibuzz
heatmor,631.0,./gifs/clear/heatmor.gif,./gifs/blacked/heatmor.gif,"Heatmor is the 137th Pokémon in the Unova Pokédex. It is a Fire Type, and it is known as the Anteater Pokémon.",0.0,unova,furnifraß,aflamanoir,クイタラン,앤티골,熔蟻獸,heatmor
