name,clear_path,blacked_path,description,tier
lunala,./gifs/clear/lunala.gif,./gifs/blacked/lunala.gif,"Lunala is the 292nd Pokémon in the Alola Pokédex. It is a Psychic/Ghost type, and is known as the Moone Pokémon.",0
lunatone,./gifs/clear/lunatone.gif,./gifs/blacked/lunatone.gif,"Lunatone is the 125th Pokémon in the Hoenn Pokédex. It is a Rock/Psychic-Type, and it is known as the Meteorite Pokémon.",0
lurantis,./gifs/clear/lurantis.gif,./gifs/blacked/lurantis.gif,"Lurantis is the 144th Pokémon in the Alola Pokédex. It is a Grass type, and is known as the Bloom Sickle Pokémon.",0
luvdisc,./gifs/clear/luvdisc.gif,./gifs/blacked/luvdisc.gif,"Luvdisc is the 180th Pokémon in the Hoenn Pokédex. It is a Water type, and is known as the Rendezvous Pokémon.",0
luxio,./gifs/clear/luxio.gif,./gifs/blacked/luxio.gif,"Luxio is the 18th Pokémon in the Sinnoh Pokédex. It is an Electric-Type, and it is known as the Spark Pokémon.",0
luxray,./gifs/clear/luxray.gif,./gifs/blacked/luxray.gif,"Luxray is the 19th Pokémon in the Sinnoh Pokédex, It is an Electric-Type, and it is known as the Gleam Eyes Pokémon.",0
lycanroc,./gifs/clear/lycanroc.gif,./gifs/blacked/lycanroc.gif,"Lycanroc is the 104th Pokémon in the Alola Pokédex. It is a Rock type, and is known as the Wolf Pokémon.",0
machamp-gigantamax,./gifs/clear/machamp-gigantamax.gif,./gifs/blacked/machamp-gigantamax.gif,"When Machamp is Gigantamaxed, its Fighting-type attacks will be transformed into G-Max Chi Strike. This move raises the chance of critical hits for Machamp and its allies.",0
machamp,./gifs/clear/machamp.gif,./gifs/blacked/machamp.gif,"Machamp is the 68th Pokémon in the Pokédex. It is a Fighting-Type, and is known as the Superpower Pokémon.",0
machoke,./gifs/clear/machoke.gif,./gifs/blacked/machoke.gif,"Machoke is the 67th Pokémon in the Pokédex. It is a Fighting-Type, and is known as the Superpower Pokémon.",0
machop,./gifs/clear/machop.gif,./gifs/blacked/machop.gif,"Machop is the 66th Pokémon in the Pokédex. It is a Fighting-Type, and is known as the Superpower Pokémon.",0
magby,./gifs/clear/magby.gif,./gifs/blacked/magby.gif,"Magby is the 150th Pokémon in the Johto Pokédex. It is a Fire-Type, and is known as the Live Coal Pokémon.",0
magcargo,./gifs/clear/magcargo.gif,./gifs/blacked/magcargo.gif,"Magcargo is a Fire/Rock Pokémon who is the evolved form of Slugma, after it reaches level 38. It has been introduced in Generation II at the NationalDex number 219. It is said that Magcargo can reach over 18,000 degrees Fahrenheit.",0
magearna,./gifs/clear/magearna.gif,./gifs/blacked/magearna.gif,"Magearna is the 301st Pokémon in the Alola Pokédex. It is a Steel/Fairy dual-type, and is known as the Artificial Pokémon.",0
magikarp,./gifs/clear/magikarp.gif,./gifs/blacked/magikarp.gif,"Magikarp is the 129th Pokémon in the Pokédex. It is a Water-Type, and is known as the Fish Pokémon.",0
magmar,./gifs/clear/magmar.gif,./gifs/blacked/magmar.gif,"Magmar is the 126th Pokémon in the Pokédex. It is a Fire-Type, and is known as the Spitfire Pokémon.",0
magmortar,./gifs/clear/magmortar.gif,./gifs/blacked/magmortar.gif,"Magmortar is the 202nd Pokémon in the Sinnoh Pokédex. It is a Fire-Type, and is known as the Blast Pokémon.",0
magnemite,./gifs/clear/magnemite.gif,./gifs/blacked/magnemite.gif,"Magnemite is the 81st Pokémon in the Pokédex. It was originally only an Electric Type but in Generation II onwards, it would be reclassified as a Dual Electric/Steel Type. It is known as the Magnet Pokémon.",0
magneton,./gifs/clear/magneton.gif,./gifs/blacked/magneton.gif,"Magneton is the 82nd Pokémon in the Pokédex. Originally it was classified as an Electric Type but in Generation II onwards, it would be reclassified as a Dual Electric/Steel Type. It is known as the Magnet Pokémon.",0
magnezone,./gifs/clear/magnezone.gif,./gifs/blacked/magnezone.gif,"Magnezone is the 180th Pokémon in the Sinnoh Pokédex. It is an Electric/Steel-Type, and is known as the Magnet Area Pokémon.",0
makuhita,./gifs/clear/makuhita.gif,./gifs/blacked/makuhita.gif,"Makuhita is the 48th Pokémon in the Hoenn Pokédex. It is a Fighting Type, and it is known as the Guts Pokémon.",0
malamar,./gifs/clear/malamar.gif,./gifs/blacked/malamar.gif,"Malamar is the 11th Pokémon in the Kalos Coastal Pokédex. It is a Dark/Psychic-Type, and is known as the Overturning Pokémon.",0
mamoswine,./gifs/clear/mamoswine.gif,./gifs/blacked/mamoswine.gif,"Mamoswine is the 205th Pokémon in the Sinnoh Pokédex. It is an Ice/Ground Type, and its is known as the Twin Tusk Pokémon.",0
manaphy,./gifs/clear/manaphy.gif,./gifs/blacked/manaphy.gif,"Manaphy is the 490th Pokémon in the Pokédex. It is a Water-Type, and is known as the Sea Faring Pokémon.",0
mandibuzz,./gifs/clear/mandibuzz.gif,./gifs/blacked/mandibuzz.gif,"Mandibuzz is the 136th Pokémon in the Unova Pokédex. It is a Dark/Flying Type, and is known as the Bone Vulture Pokémon.",0
manectric-mega,./gifs/clear/manectric-mega.gif,./gifs/blacked/manectric-mega.gif,"Mega Manectric is the Mega Evolution of Manectric, activated by using Mega Stone, was revealed in the August 2013 edition of CoroCoro. It remains a pure Electric-Type.",0
manectric,./gifs/clear/manectric.gif,./gifs/blacked/manectric.gif,"Manectric is the 79th Pokémon in the Hoenn Pokédex. It is an Electric Type, and it is known as the Discharge Pokémon.",0
mankey,./gifs/clear/mankey.gif,./gifs/blacked/mankey.gif,"Mankey is the 56th Pokémon in the Pokédex. It is a Fighting-Type, and is known as the Pig Monkey Pokémon.",0
mantine,./gifs/clear/mantine.gif,./gifs/blacked/mantine.gif,"Mantine is the 202nd Pokémon in the Johto Pokédex. It is a Water/Flying Type, and is known as the Kite Pokémon.",0
mantyke,./gifs/clear/mantyke.gif,./gifs/blacked/mantyke.gif,"Mantyke is the 140th Pokémon in the Sinnoh Pokédex. It is a Water/Flying Type, and is known as the Kite Pokémon.",0
maractus,./gifs/clear/maractus.gif,./gifs/blacked/maractus.gif,"Maractus is the 62nd Pokémon in the Unova Pokédex. It is a Grass-Type, and it is known as the Cactus Pokémon.",0
mareanie,./gifs/clear/mareanie.gif,./gifs/blacked/mareanie.gif,"Mareanie is the 113th Pokémon in the Alola Pokédex. It is a Poison/Water type, and is known as the Brutal Star Pokémon.",0
mareep,./gifs/clear/mareep.gif,./gifs/blacked/mareep.gif,"Mareep is the the 53rd Pokémon in the Johto Pokédex. It is an Electric Type, and it is known as the Wool Pokémon.",0
marill,./gifs/clear/marill.gif,./gifs/blacked/marill.gif,"Marill is the 132nd Pokémon in the Johto Pokédex. It is a dual Water/Fairy Type, and it is known as the Aquamouse Pokémon. Prior to Generation VI it was a pure Water type Pokémon.",0
marowak-alola,./gifs/clear/marowak-alola.gif,./gifs/blacked/marowak-alola.gif,"Alolan Marowak is the 164th Pokémon in the Alola Pokédex. It is a Fire/Ghost type, and is known as the Bone Keeper Pokémon. It is a regional variant of Marowak, native to the Alola region.",0
marowak,./gifs/clear/marowak.gif,./gifs/blacked/marowak.gif,"Marowak is a ground type Pokemon which, was introduced during generation I. It evolved from Cubone when it reached level 28.",0
marshadow,./gifs/clear/marshadow.gif,./gifs/blacked/marshadow.gif,"Marshadow is the 302nd Pokémon in the Alola Pokédex. It is a Fighting/Ghost type, and is known as the Gloomdweller Pokémon.",0
marshtomp,./gifs/clear/marshtomp.gif,./gifs/blacked/marshtomp.gif,"Marshtomp is the 8th Pokémon in the Hoenn Pokédex. It is a Water/Ground Type, and is known as the Mud Fish Pokémon.",0
masquerain,./gifs/clear/masquerain.gif,./gifs/blacked/masquerain.gif,"Masquerain is the 33rd Pokémon in the Hoenn Pokédex. It is a Bug/Flying Type, and it is known as the Eyeball Pokémon.",0
mawile-mega,./gifs/clear/mawile-mega.gif,./gifs/blacked/mawile-mega.gif,"Mega Mawile is the Mega Evolution of Mawile, activated by using the Mega Stone, was revealed in the August 2013 edition of CoroCoro. It is a Steel/Fairy-Type, and is known as the Deceiver Pokémon.",0
mawile,./gifs/clear/mawile.gif,./gifs/blacked/mawile.gif,"Mawile is the 69th Pokémon in the Hoenn Pokédex. It is a Steel-Type prior to Generation VI, at which point it is a Steel/Fairy-Type, and it is known as the Deceiver Pokémon.",0
medicham-mega,./gifs/clear/medicham-mega.gif,./gifs/blacked/medicham-mega.gif,Mega Medicham is the Mega Evolution of Medicham which is activated via the use of a Mega Stone.,0
medicham,./gifs/clear/medicham.gif,./gifs/blacked/medicham.gif,"Medicham is the 77th Pokémon in the Hoenn Pokédex. It is a Fighting/Psychic Type, and it is known as the Meditate Pokémon.",0
meditite,./gifs/clear/meditite.gif,./gifs/blacked/meditite.gif,"Meditite is the 76th Pokémon in the Hoenn Pokédex. It is a Fighting/Psychic Type, and it is known as the Meditate Pokémon.",0
meganium,./gifs/clear/meganium.gif,./gifs/blacked/meganium.gif,"Meganium, the Herb Pokémon, is the last stage in the evolutionary chain of the Generation II Grass type starter, Chikorita.It is the third Pokémon in the Johto Pokédex.",0
melmetal-gigantamax,./gifs/clear/melmetal-gigantamax.gif,./gifs/blacked/melmetal-gigantamax.gif,"When Melmetal is Gigantamaxed, its Steel-type attacks will be transformed into G-Max Meltdown. This move makes opponents incapable of using the same move twice in a row.",0
meloetta,./gifs/clear/meloetta.gif,./gifs/blacked/meloetta.gif,"Meloetta is the 154th Pokémon in the Unova Pokédex. It is a Normal/Psychic and Normal/Fighting type, and is known as the Melody Pokémon.",0
meowstic,./gifs/clear/meowstic.gif,./gifs/blacked/meowstic.gif,"Meowstic is the 115th Pokémon in the Kalos Central Pokédex. It is a Psychic-Type, and is known as the Constraint Pokémon.",0
meowth-alola,./gifs/clear/meowth-alola.gif,./gifs/blacked/meowth-alola.gif,"Alolan Meowth is the 45th Pokémon in the Alola Pokédex. It is a Dark type, and is known as the Scratch Cat Pokémon. It is a regional variant of Meowth, native to the Alola region.",0
meowth-galar,./gifs/clear/meowth-galar.gif,./gifs/blacked/meowth-galar.gif,"Galarian Meowth is the 182nd Pokémon in the Galar Pokédex. It is a Steel-type, and is known as the Scratch Cat Pokémon. It is a regional varient of Meowth, native to the Galar region. ",0
meowth-gigantamax,./gifs/clear/meowth-gigantamax.gif,./gifs/blacked/meowth-gigantamax.gif,"All Normal-type attacks used by a Gigantamax Meowth automatically change into 'G-Max Gold Rush. This Normal-type attack damages opponents and scatters gold coins, rewarding in-game money after battle just like Payday, but on a hugely more massive scale.",0
meowth,./gifs/clear/meowth.gif,./gifs/blacked/meowth.gif,"Meowth is the 52nd Pokémon in the Pokédex. It is a Normal-Type, and is known as the Scratch Cat Pokémon.",0
mesprit,./gifs/clear/mesprit.gif,./gifs/blacked/mesprit.gif,"Mesprit is the 147th Pokémon in the Sinnoh Pokédex. It is a Psychic-Type, and is known as the Emotion Pokémon.",0
metagross,./gifs/clear/metagross.gif,./gifs/blacked/metagross.gif,"Metagross is the 192nd Pokémon in the Hoenn Pokédex. It is a Steel/Psychic Type, and it is known as the Iron Leg Pokémon.",0
metang,./gifs/clear/metang.gif,./gifs/blacked/metang.gif,"Metang is the 191st Pokémon in the Hoenn Pokédex. It is a Steel/Psychic Type, and it is known as the Iron Claw Pokémon.",0
metapod,./gifs/clear/metapod.gif,./gifs/blacked/metapod.gif,"Metapod is the 11th Pokémon in the Pokédex. It is a Bug-Type, and it is known as the Cocoon Pokémon.",0
mew,./gifs/clear/mew.gif,./gifs/blacked/mew.gif,"Mew is the 151st Pokémon in the Kanto Pokédex. It is a Psychic-Type, and it is known as the New Species Pokémon.",0
mewtwo-megax,./gifs/clear/mewtwo-megax.gif,./gifs/blacked/mewtwo-megax.gif,Psychic power has augmented its muscles. It has a grip strength of one ton and can sprint a hundred meters in two seconds flat!,0
mewtwo-megay,./gifs/clear/mewtwo-megay.gif,./gifs/blacked/mewtwo-megay.gif,"Despite its diminished size, its mental power has grown phenomenally. With a mere thought, it can smash a skyscraper to smithereens.",0
mewtwo,./gifs/clear/mewtwo.gif,./gifs/blacked/mewtwo.gif,"Mewtwo is the 150th Pokémon in the Pokédex. It is a Psychic Type, and it is known as the Genetic Pokémon.",0
mienfoo,./gifs/clear/mienfoo.gif,./gifs/blacked/mienfoo.gif,"Mienfoo is the 125th Pokémon in the Unova Pokédex. It is a Fighting type, and it is known as the Martial Arts Pokémon.",0
mienshao,./gifs/clear/mienshao.gif,./gifs/blacked/mienshao.gif,"Mienshao is the 126th Pokémon in the Unova Pokédex. It is a Fighting Type, and it is known as the Martial Arts Pokémon.",0
mightyena,./gifs/clear/mightyena.gif,./gifs/blacked/mightyena.gif,"Mightyena is the 11th Pokémon in the Hoenn Pokédex. It is a Dark Type, and is known as the Bite Pokémon.",0
milcery,./gifs/clear/milcery.gif,./gifs/blacked/milcery.gif,"Milcery is the 185th Pokémon in the Galar Pokédex. It is a Fairy-type, and is known as the Cream Pokémon.",0
milotic,./gifs/clear/milotic.gif,./gifs/blacked/milotic.gif,"Milotic is the 141st Pokémon in the Hoenn Pokédex. It is a Water type, and is known as the Tender Pokémon.",0
miltank,./gifs/clear/miltank.gif,./gifs/blacked/miltank.gif,"Miltank is the 149th Pokémon in the Johto Pokédex. It is a Normal type, and is known as the Milk Cow Pokémon.",0
mimikyu,./gifs/clear/mimikyu.gif,./gifs/blacked/mimikyu.gif,"Mimikyu is the 242nd Pokémon in the Alola Pokédex. It is a Ghost/Fairy type, and is known as the Disguise Pokémon.",0
minccino,./gifs/clear/minccino.gif,./gifs/blacked/minccino.gif,"Minccino is the 78th Pokémon in the Unova Pokédex. It is a Normal Type, and it is known as the Chinchilla Pokémon.",0
minior,./gifs/clear/minior.gif,./gifs/blacked/minior.gif,"Minior is the 213th Pokémon in the Alola Pokédex. It is a Rock/Flying type, and is known as the Meteor Pokémon.",0
minun,./gifs/clear/minun.gif,./gifs/blacked/minun.gif,"Minun is the 81st Pokémon in the Hoenn Pokédex. It is an Electric Type, and it is known as the Cheering Pokémon.",0
misdreavus,./gifs/clear/misdreavus.gif,./gifs/blacked/misdreavus.gif,"Misdreavus is the 219th Pokémon in the Johto Pokédex. It is a Ghost-Type, and is known as the Screech Pokémon.",0
mismagius,./gifs/clear/mismagius.gif,./gifs/blacked/mismagius.gif,"Mismagius is the 73rd Pokémon in the Sinnoh Pokédex. It is a Ghost-Type, and is known as the Magical Pokémon.",0
moltres,./gifs/clear/moltres.gif,./gifs/blacked/moltres.gif,"Moltres is the 146th Pokémon in the Pokédex. It is a Fire/Flying-Type, and is known as the Flame Pokémon.",0
monferno,./gifs/clear/monferno.gif,./gifs/blacked/monferno.gif,"Monferno is the fifth Pokémon in the Sinnoh Pokédex. It is a Fire/Fighting Type, and it is known as the Playful Pokémon.",0
morelull,./gifs/clear/morelull.gif,./gifs/blacked/morelull.gif,"Morelull is the 145th Pokémon in the Alola Pokédex. It is a Grass/Fairy type, and is known as the Illuminating Pokémon.",0
morgrem,./gifs/clear/morgrem.gif,./gifs/blacked/morgrem.gif,"Morgrem is the 239th Pokémon in the Galar Pokédex. It is a Dark/Fairy-type, and is known as the Devious Pokémon.",0
morpeko,./gifs/clear/morpeko.gif,./gifs/blacked/morpeko.gif,"Morpeko is a new Pokémon appearing in the upcoming titles Pokémon Sword and Shield. It is an Electric/Dark-type, and is known as the Two-Sided Pokémon.",0
mothim,./gifs/clear/mothim.gif,./gifs/blacked/mothim.gif,"Mothim is the 47th Pokémon in the Sinnoh Pokédex. He is a Bug/Flying Type, and is known as the Moth Pokémon.",0
mudbray,./gifs/clear/mudbray.gif,./gifs/blacked/mudbray.gif,"Mudbray is the 132nd Pokémon in the Alola Pokédex. It is a Ground type, and is known as the Donkey Pokémon.",0
mudkip,./gifs/clear/mudkip.gif,./gifs/blacked/mudkip.gif,"Mudkip is the seventh Pokémon in the Hoenn Pokédex. It is a Water Type, and is known as the Mud Fish Pokémon.",0
mudsdale,./gifs/clear/mudsdale.gif,./gifs/blacked/mudsdale.gif,"Mudsdale is the 133rd Pokémon in the Alola Pokédex. It is a Ground type, and is known as the Draft Horse Pokémon.",0
muk-alola,./gifs/clear/muk-alola.gif,./gifs/blacked/muk-alola.gif,"Alolan Muk is the 51st Pokémon in the Alola Pokédex. It is a Poison/Dark type, and is known as the Sludge Pokémon. It is a regional variant of Muk, native to the Alola region.",0
muk,./gifs/clear/muk.gif,./gifs/blacked/muk.gif,"Muk is the 89th Pokémon in the Pokédex. It is a Poison-Type, and is known as the Sludge Pokémon.",0
munchlax,./gifs/clear/munchlax.gif,./gifs/blacked/munchlax.gif,"Munchlax is the 112th Pokémon in the Sinnoh Pokédex. It is a Normal-Type, and is known as the Big Eater Pokémon.",0
munna,./gifs/clear/munna.gif,./gifs/blacked/munna.gif,"Munna is the 23rd Pokémon in the Unova Pokédex. It is a Psychic-Type, and it is known as the Dream Eater Pokémon.",0
murkrow,./gifs/clear/murkrow.gif,./gifs/blacked/murkrow.gif,"Murkrow is the 213th Pokémon in the Johto Pokédex. It is a Dark/Flying Type, and is known as the Darkness Pokémon.",0
musharna,./gifs/clear/musharna.gif,./gifs/blacked/musharna.gif,"Musharna is the 24th Pokémon in the Unova Pokédex. It is a Psychic-Type, and it is known as the Drowsing Pokémon.",0
naganadel,./gifs/clear/naganadel.gif,./gifs/blacked/naganadel.gif,"Naganadel is the 262nd Pokémon in the New Alola Pokédex. It is a Poison/Dragon type, and is known as the Poison Pin Pokémon. It is classified as an Ultra Beast.",0
natu,./gifs/clear/natu.gif,./gifs/blacked/natu.gif,"Natu is a Psychic and Flying. Natu has two abilities which are both useful when battling an opponent. The first of the abilities is Synchronize. If the opponent uses a status effective move and succeeds at freezing etc. Natu will cause the same effect back. The Second of the two abilities is Early Bird. This allows Natu to wake up earlier when under the Sleep condition. At level 25, Natu has the option to evolve into Xatu. Natu is part of the Egg Group, Flying, and will hatch after 5,120 steps. It will take 1,000,000 experience points to level up Natu to Level 100.",0
necrozma,./gifs/clear/necrozma.gif,./gifs/blacked/necrozma.gif,"Necrozma is the 300th Pokémon in the Alola Pokédex. It is a Psychic type, and is known as the Prism Pokémon.",0
nickit,./gifs/clear/nickit.gif,./gifs/blacked/nickit.gif,"Nickit is the 29th Pokémon in the Galar Pokédex. It is a Dark-type, and is known as the Fox Pokémon.",0
nidoking,./gifs/clear/nidoking.gif,./gifs/blacked/nidoking.gif,"Nidoking is the 34th Pokémon in the Pokédex. It is a Poison/Ground Type, and is known as the Drill Pokémon.",0
nidoqueen,./gifs/clear/nidoqueen.gif,./gifs/blacked/nidoqueen.gif,"Nidoqueen is the 31st Pokémon in the Pokédex. It is a Poison/Ground Type, and is known as the Drill Pokémon.",0
nidorina,./gifs/clear/nidorina.gif,./gifs/blacked/nidorina.gif,"Nidorina is the 30th Pokémon in the Pokédex. It is a Poison-Type, and is known as the Poison Pin Pokémon.",0
nidorino,./gifs/clear/nidorino.gif,./gifs/blacked/nidorino.gif,"Nidorino is the 33rd Pokémon in the Pokédex. It is a Poison-Type, and is known as the Poison Point Pokémon.",0
nihilego,./gifs/clear/nihilego.gif,./gifs/blacked/nihilego.gif,"Nihilego , code named UB-01 Symbiont, is the 293rd Pokémon in the Alola Pokédex. It is a Rock/Poison type, and is known as the Parasite Pokémon. It is classified as an Ultra Beast.",0
nincada,./gifs/clear/nincada.gif,./gifs/blacked/nincada.gif,"Nincada is the 42nd Pokémon in the Hoenn Pokédex. It is a Bug/Ground Type, and it is known as the Trainee Pokémon.",0
ninetales-alola,./gifs/clear/ninetales-alola.gif,./gifs/blacked/ninetales-alola.gif,"Alolan Ninetales is the 254th Pokémon in the Alola Pokédex. It is an Ice/Fairy type, and is known as the Fox Pokémon. It is a regional variant of Ninetales, native to the Alola region.",0
ninetales,./gifs/clear/ninetales.gif,./gifs/blacked/ninetales.gif,"Ninetales is the 38th Pokémon in the Pokédex. It is a Fire-Type, and is known as the Fox Pokémon.",0
ninjask,./gifs/clear/ninjask.gif,./gifs/blacked/ninjask.gif,"Ninjask is the 43rd Pokémon in the Hoenn Pokédex. It is a Bug/Flying Type, and it is known as the Ninja Pokémon.",0
noctowl,./gifs/clear/noctowl.gif,./gifs/blacked/noctowl.gif,"Noctowl, the Owl Pokémon, is the last stage in the evolutionary chain of the Generation II Normal/Flying type, Hoothoot. It is the twelfth Pokémon in the Johto Pokédex.",0
noibat,./gifs/clear/noibat.gif,./gifs/blacked/noibat.gif,"Noibat is the 113th Pokémon in the Kalos Mountain Pokédex. It is a Flying/Dragon-Type, and is known as the Sound Wave Pokémon.",0
noivern,./gifs/clear/noivern.gif,./gifs/blacked/noivern.gif,"Noivern is the 114th Pokémon in the Kalos Mountain Pokédex. It is a Flying/Dragon-Type, and is known as the Sound Wave Pokémon.",0
nosepass,./gifs/clear/nosepass.gif,./gifs/blacked/nosepass.gif,"Nosepass is the 60th Pokémon in the Hoenn Pokédex. It is a Rock Type, and it is known as the Compass Pokémon.",0
numel,./gifs/clear/numel.gif,./gifs/blacked/numel.gif,"Numel is the 101st Pokémon in the Hoenn Pokédex. It is a Fire/Ground Type, and is known as the Numb Pokémon.",0
nuzleaf,./gifs/clear/nuzleaf.gif,./gifs/blacked/nuzleaf.gif,"Nuzleaf is the 23rd Pokémon in the Hoenn Pokédex. It is a Grass/Dark Type, and is classified as the Wily Pokémon.",0
obstagoon,./gifs/clear/obstagoon.gif,./gifs/blacked/obstagoon.gif,"Obstagoon is the 32nd Pokémon in the Galar Pokédex. It is a Dark/Normal-type, and is known as the Blocking Pokémon.",0
octillery,./gifs/clear/octillery.gif,./gifs/blacked/octillery.gif,"Octillery is a water type Pokemon who is the evolved form of Remoraid. It has been introduced in Generation II at the NationalDex number 224. Octillery can spray ink, it uses this talent to either protect their young or on its prey.",0
oddish,./gifs/clear/oddish.gif,./gifs/blacked/oddish.gif,"Oddish is the 43rd Pokémon in the Pokédex. It is a Grass/Poison-Type, and is known as the Weed Pokémon.",0
omanyte,./gifs/clear/omanyte.gif,./gifs/blacked/omanyte.gif,Omanyte is a Fossil Pokémon which means it can only be found in games in the Helix fossil. It is a rock water Pokémon which evolves into Omastar.,0
omastar,./gifs/clear/omastar.gif,./gifs/blacked/omastar.gif,"Omastar is a fossilized pokemon, evolving from the pokemon Omanyte this pokemon possess godo stats in defense and special attack. It is a rock water pokemon which means it is mega weak to grass type moves.",0
onix,./gifs/clear/onix.gif,./gifs/blacked/onix.gif,"Onix is the 95th Pokémon in the Pokédex. It is a Rock/Ground Type, and is known as the Rock Snake Pokémon.",0
oranguru,./gifs/clear/oranguru.gif,./gifs/blacked/oranguru.gif,"Oranguru is the 176th Pokémon in the Alola Pokédex. It is a Normal/Psychic type, and is known as the Sage Pokémon.",0
orbeetle-gigantamax,./gifs/clear/orbeetle-gigantamax.gif,./gifs/blacked/orbeetle-gigantamax.gif,"Its brain has grown to a gargantuan size, as has the rest of its body. This Pokémon's intellect and psychic abilities are overpowering.",0
orbeetle,./gifs/clear/orbeetle.gif,./gifs/blacked/orbeetle.gif,"Orbeetle is the 12th Pokémon in the Galar Pokédex. It is a Bug/Psychic-type, and is known as the Seven Spot Pokémon.",0
oricorio,./gifs/clear/oricorio.gif,./gifs/blacked/oricorio.gif,"Oricorio is the 82nd Pokémon in the Alola Pokédex. It is available in four different forms; Baile Style is a Fire/Flying type, Pom-Pom Style is an Electric/Flying type, Pa'u Style is a Psychic/Flying type, and Sensu Style is a Ghost/Flying type. It is known as the Dancing Pokémon.",0
oshawott,./gifs/clear/oshawott.gif,./gifs/blacked/oshawott.gif,"Oshawott is the seventh Pokémon in the Unova Pokédex. It is a Water Type, and it is known as the Sea Otter Pokémon.",0
pachirisu,./gifs/clear/pachirisu.gif,./gifs/blacked/pachirisu.gif,"Pachirisu is the 55th Pokémon in the Sinnoh Pokédex. It is an Electric-Type, and is known as the EleSquirrel Pokémon.",0
palkia,./gifs/clear/palkia.gif,./gifs/blacked/palkia.gif,"Palkia is the 150th Pokémon in the Sinnoh Pokédex. It is a Water/Dragon-Type, and is known as the Spacial Pokémon.",0
palossand,./gifs/clear/palossand.gif,./gifs/blacked/palossand.gif,"Palossand is the 187th Pokémon in the Alola Pokédex. It is a Ghost/Ground type, and is known as the Sand Castle Pokémon.",0
palpitoad,./gifs/clear/palpitoad.gif,./gifs/blacked/palpitoad.gif,"Palpitoad is the 42nd Pokémon in the Unova Pokédex. It is a Water/Ground Type, and it is known as the Vibration Pokémon.",0
pancham,./gifs/clear/pancham.gif,./gifs/blacked/pancham.gif,"Pancham is the 91st Pokémon in the Kalos Central Pokédex. It is a Fighting-Type, and is known as the Playful Pokémon.",0
pangoro,./gifs/clear/pangoro.gif,./gifs/blacked/pangoro.gif,"Pangoro is the 92nd Pokémon in the Kalos Central Pokédex. It is a Fighting/Dark-Type, and is known as the Daunting Pokémon.",0
panpour,./gifs/clear/panpour.gif,./gifs/blacked/panpour.gif,"Panpour is the 21st Pokémon in the Unova Pokédex. It is a Water Type, and it is listed as the Spray Pokémon. It is a member of the Triple-Battle Gimmick Trio; the other members are Pansage and Pansear.",0
pansage,./gifs/clear/pansage.gif,./gifs/blacked/pansage.gif,"Pansage is the 17th Pokémon in the Unova Pokédex. It is a Grass Type, and it is known as the Grass Monkey",0
pansear,./gifs/clear/pansear.gif,./gifs/blacked/pansear.gif,"Pansear is the 19th Pokémon in the Unova Pokédex. It is a Fire-Type, and it is known as the High Temperature Pokémon.",0
paras,./gifs/clear/paras.gif,./gifs/blacked/paras.gif,"Paras is the 46th Pokémon in the Pokédex. It is a Bug/Grass-Type, and is known as the Mushroom Pokémon.",0
parasect,./gifs/clear/parasect.gif,./gifs/blacked/parasect.gif,"Parasect is the 47th Pokémon in the Pokédex. It is a Bug/Grass-Type, and is known as the Mushroom Pokémon.",0
passimian,./gifs/clear/passimian.gif,./gifs/blacked/passimian.gif,"Passimian is the 177th Pokémon in the Alola Pokédex. It is a Fighting type, and is known as the Teamwork Pokémon.",0
patrat,./gifs/clear/patrat.gif,./gifs/blacked/patrat.gif,"Patrat is the tenth Pokémon in the Unova Pokédex. It is a Normal Type, and it is known as the Scout Pokémon.",0
pawniard,./gifs/clear/pawniard.gif,./gifs/blacked/pawniard.gif,"Pawniard is the 130th Pokémon in the Unova Pokédex. It is a Dark/Steel Type, and is classified as the Sharp Blade Pokémon.",0
pelipper,./gifs/clear/pelipper.gif,./gifs/blacked/pelipper.gif,"Pelipper is the 28th Pokémon in the Hoenn Pokédex. It is a Water/Flying Type, and is classified as the Water Bird Pokémon.",0
perrserker,./gifs/clear/perrserker.gif,./gifs/blacked/perrserker.gif,"Perrserker is the 183rd Pokémon in the Galar Pokédex. It is a Steel-type, and is known as the Viking Pokémon.",0
persian-alola,./gifs/clear/persian-alola.gif,./gifs/blacked/persian-alola.gif,"Alolan Persian is the 46th Pokémon in the Alola Pokédex. It is a Dark type, and is known as the Classy Cat Pokémon. It is a regional variant of Persian, native to the Alola region.",0
persian,./gifs/clear/persian.gif,./gifs/blacked/persian.gif,"Persian is the 53rd Pokémon in the Pokédex. It is a Normal-Type, and is known as the Classy Cat Pokémon.",0
petilil,./gifs/clear/petilil.gif,./gifs/blacked/petilil.gif,"Petilil is the 54th Pokémon in the Unova Pokédex. It is a Grass type, and is known as the Bulb Pokémon.",0
phanpy,./gifs/clear/phanpy.gif,./gifs/blacked/phanpy.gif,Phanpy is a ground-type Pokémon introduced in Generation II. It evolves into Donphan at level 25.,0
phantump,./gifs/clear/phantump.gif,./gifs/blacked/phantump.gif,"Phantump is the 61st Pokémon in the Kalos Mountain Pokédex. It is a Ghost/Grass-Type, and is known as the Stump Pokémon.",0
phione,./gifs/clear/phione.gif,./gifs/blacked/phione.gif,"Phione is the 489th Pokémon in the Pokédex. It is a Water-Type, and is known as the Sea Drifter Pokémon.",0
