name,pokedex_num,clear_path,blacked_path,tier,generation,de,fr,jp,ko,zh,en,es,it,hi,shiny_path
lycanroc-midnight,,./gifs/clear/lycanroc-midnight.gif,./gifs/blacked/lycanroc-midnight.gif,,other,lycanroc midnight,lycanroc midnight,lycanroc midnight,lycanroc midnight,lycanroc midnight,lycanroc midnight,lycanroc midnight,lycanroc midnight,lycanroc midnight,./gifs/shiny/lycanroc-midnight.gif
machamp-gigantamax,,./gifs/clear/machamp-gigantamax.gif,./gifs/blacked/machamp-gigantamax.gif,0.0,gmax,machamp gigantamax,machamp gigantamax,machamp gigantamax,machamp gigantamax,machamp gigantamax,machamp gigantamax,machamp gigantamax,machamp gigantamax,machamp gigantamax,./gifs/shiny/machamp-gigantamax.gif
machamp,68.0,./gifs/clear/machamp.gif,./gifs/blacked/machamp.gif,0.0,kanto,machomei,mackogneur,カイリキー,괴력몬,怪力,machamp,machamp,machamp,machamp,./gifs/shiny/machamp.gif
machoke,67.0,./gifs/clear/machoke.gif,./gifs/blacked/machoke.gif,0.0,kanto,maschock,machopeur,ゴーリキー,근육몬,豪力,machoke,machoke,machoke,machoke,./gifs/shiny/machoke.gif
machop,66.0,./gifs/clear/machop.gif,./gifs/blacked/machop.gif,0.0,kanto,machollo,machoc,ワンリキー,알통몬,腕力,machop,machop,machop,machop,./gifs/shiny/machop.gif
magby,240.0,./gifs/clear/magby.gif,./gifs/blacked/magby.gif,0.0,johto,magby,magby,ブビィ,마그비,鴨嘴寶寶,magby,magby,magby,magby,./gifs/shiny/magby.gif
magcargo,219.0,./gifs/clear/magcargo.gif,./gifs/blacked/magcargo.gif,0.0,johto,magcargo,volcaropod,マグカルゴ,마그카르고,熔岩蝸牛,magcargo,magcargo,magcargo,magcargo,./gifs/shiny/magcargo.gif
magearna,801.0,./gifs/clear/magearna.gif,./gifs/blacked/magearna.gif,0.0,alola,magearna,magearna,マギアナ,마기아나,瑪機雅娜,magearna,magearna,magearna,magearna,./gifs/shiny/magearna.gif
magikarp,129.0,./gifs/clear/magikarp.gif,./gifs/blacked/magikarp.gif,0.0,kanto,karpador,magicarpe,コイキング,잉어킹,鯉魚王,magikarp,magikarp,magikarp,magikarp,./gifs/shiny/magikarp.gif
magmar,126.0,./gifs/clear/magmar.gif,./gifs/blacked/magmar.gif,0.0,kanto,magmar,magmar,ブーバー,마그마,鴨嘴火獸,magmar,magmar,magmar,magmar,./gifs/shiny/magmar.gif
magmortar,467.0,./gifs/clear/magmortar.gif,./gifs/blacked/magmortar.gif,0.0,other,magbrant,maganon,ブーバーン,마그마번,鴨嘴炎獸,magmortar,magmortar,magmortar,magmortar,./gifs/shiny/magmortar.gif
magnemite,81.0,./gifs/clear/magnemite.gif,./gifs/blacked/magnemite.gif,0.0,kanto,magnetilo,magnéti,コイル,코일,小磁怪,magnemite,magnemite,magnemite,magnemite,./gifs/shiny/magnemite.gif
magneton,82.0,./gifs/clear/magneton.gif,./gifs/blacked/magneton.gif,0.0,kanto,magneton,magnéton,レアコイル,레어코일,三合一磁怪,magneton,magneton,magneton,magneton,./gifs/shiny/magneton.gif
magnezone,462.0,./gifs/clear/magnezone.gif,./gifs/blacked/magnezone.gif,0.0,other,magnezone,magnézone,ジバコイル,자포코일,自爆磁怪,magnezone,magnezone,magnezone,magnezone,./gifs/shiny/magnezone.gif
makuhita,296.0,./gifs/clear/makuhita.gif,./gifs/blacked/makuhita.gif,0.0,hoenn,makuhita,makuhita,マクノシタ,마크탕,幕下力士,makuhita,makuhita,makuhita,makuhita,./gifs/shiny/makuhita.gif
malamar,687.0,./gifs/clear/malamar.gif,./gifs/blacked/malamar.gif,0.0,kalos,calamanero,sepiatroce,カラマネロ,칼라마네로,烏賊王,malamar,malamar,malamar,malamar,./gifs/shiny/malamar.gif
mamoswine,473.0,./gifs/clear/mamoswine.gif,./gifs/blacked/mamoswine.gif,0.0,other,mamutel,mammochon,マンムー,맘모꾸리,象牙豬,mamoswine,mamoswine,mamoswine,mamoswine,./gifs/shiny/mamoswine.gif
manaphy,490.0,./gifs/clear/manaphy.gif,./gifs/blacked/manaphy.gif,0.0,other,manaphy,manaphy,マナフィ,마나피,瑪納霏,manaphy,manaphy,manaphy,manaphy,./gifs/shiny/manaphy.gif
mandibuzz,630.0,./gifs/clear/mandibuzz.gif,./gifs/blacked/mandibuzz.gif,0.0,unova,grypheldis,vaututrice,バルジーナ,버랜지나,禿鷹娜,mandibuzz,mandibuzz,mandibuzz,mandibuzz,./gifs/shiny/mandibuzz.gif
manectric-mega,,./gifs/clear/manectric-mega.gif,./gifs/blacked/manectric-mega.gif,0.0,mega,manectric mega,manectric mega,manectric mega,manectric mega,manectric mega,manectric mega,manectric mega,manectric mega,manectric mega,./gifs/shiny/manectric-mega.gif
manectric,310.0,./gifs/clear/manectric.gif,./gifs/blacked/manectric.gif,0.0,hoenn,voltenso,élecsprint,ライボルト,썬더볼트,雷電獸,manectric,manectric,manectric,manectric,./gifs/shiny/manectric.gif
mankey,56.0,./gifs/clear/mankey.gif,./gifs/blacked/mankey.gif,0.0,kanto,menki,férosinge,マンキー,망키,猴怪,mankey,mankey,mankey,mankey,./gifs/shiny/mankey.gif
mantine,226.0,./gifs/clear/mantine.gif,./gifs/blacked/mantine.gif,0.0,johto,mantax,démanta,マンタイン,만타인,巨翅飛魚,mantine,mantine,mantine,mantine,./gifs/shiny/mantine.gif
mantyke,458.0,./gifs/clear/mantyke.gif,./gifs/blacked/mantyke.gif,0.0,other,mantirps,babimanta,タマンタ,타만타,小球飛魚,mantyke,mantyke,mantyke,mantyke,./gifs/shiny/mantyke.gif
maractus,556.0,./gifs/clear/maractus.gif,./gifs/blacked/maractus.gif,0.0,unova,maracamba,maracachi,マラカッチ,마라카치,沙鈴仙人掌,maractus,maractus,maractus,maractus,./gifs/shiny/maractus.gif
mareanie,747.0,./gifs/clear/mareanie.gif,./gifs/blacked/mareanie.gif,0.0,alola,garstella,vorastérie,ヒドイデ,시마사리,好壞星,mareanie,mareanie,mareanie,mareanie,./gifs/shiny/mareanie.gif
mareep,,./gifs/clear/mareep.gif,./gifs/blacked/mareep.gif,,other,voltilamm,wattouat,メリープ,메리프,咩利羊,mareep,mareep,mareep,mareep,./gifs/shiny/mareep.gif
marill,183.0,./gifs/clear/marill.gif,./gifs/blacked/marill.gif,0.0,johto,marill,marill,マリル,마릴,瑪力露,marill,marill,marill,marill,./gifs/shiny/marill.gif
marowak-alola,,./gifs/clear/marowak-alola.gif,./gifs/blacked/marowak-alola.gif,0.0,alola,marowak alola,marowak alola,marowak alola,marowak alola,marowak alola,marowak alola,marowak alola,marowak alola,marowak alola,./gifs/shiny/marowak-alola.gif
marowak,105.0,./gifs/clear/marowak.gif,./gifs/blacked/marowak.gif,0.0,kanto,knogga,ossatueur,ガラガラ,텅구리,嘎啦嘎啦,marowak,marowak,marowak,marowak,./gifs/shiny/marowak.gif
marshadow,802.0,./gifs/clear/marshadow.gif,./gifs/blacked/marshadow.gif,0.0,alola,marshadow,marshadow,マーシャドー,마샤도,瑪夏多,marshadow,marshadow,marshadow,marshadow,./gifs/shiny/marshadow.gif
marshtomp,259.0,./gifs/clear/marshtomp.gif,./gifs/blacked/marshtomp.gif,0.0,hoenn,moorabbel,flobio,ヌマクロー,늪짱이,沼躍魚,marshtomp,marshtomp,marshtomp,marshtomp,./gifs/shiny/marshtomp.gif
masquerain,284.0,./gifs/clear/masquerain.gif,./gifs/blacked/masquerain.gif,0.0,hoenn,maskeregen,maskadra,アメモース,비나방,雨翅蛾,masquerain,masquerain,masquerain,masquerain,./gifs/shiny/masquerain.gif
mawile-mega,,./gifs/clear/mawile-mega.gif,./gifs/blacked/mawile-mega.gif,0.0,mega,mawile mega,mawile mega,mawile mega,mawile mega,mawile mega,mawile mega,mawile mega,mawile mega,mawile mega,./gifs/shiny/mawile-mega.gif
mawile,303.0,./gifs/clear/mawile.gif,./gifs/blacked/mawile.gif,0.0,hoenn,flunkifer,mysdibule,クチート,입치트,大嘴娃,mawile,mawile,mawile,mawile,./gifs/shiny/mawile.gif
medicham-mega,,./gifs/clear/medicham-mega.gif,./gifs/blacked/medicham-mega.gif,0.0,mega,medicham mega,medicham mega,medicham mega,medicham mega,medicham mega,medicham mega,medicham mega,medicham mega,medicham mega,./gifs/shiny/medicham-mega.gif
medicham,308.0,./gifs/clear/medicham.gif,./gifs/blacked/medicham.gif,0.0,hoenn,meditalis,charmina,チャーレム,요가램,恰雷姆,medicham,medicham,medicham,medicham,./gifs/shiny/medicham.gif
meditite,307.0,./gifs/clear/meditite.gif,./gifs/blacked/meditite.gif,0.0,hoenn,meditie,méditikka,アサナン,요가랑,瑪沙那,meditite,meditite,meditite,meditite,./gifs/shiny/meditite.gif
meganium,154.0,./gifs/clear/meganium.gif,./gifs/blacked/meganium.gif,0.0,johto,meganie,méganium,メガニウム,메가니움,大竺葵,meganium,meganium,meganium,meganium,./gifs/shiny/meganium.gif
melmetal-gigantamax,,./gifs/clear/melmetal-gigantamax.gif,./gifs/blacked/melmetal-gigantamax.gif,0.0,gmax,melmetal gigantamax,melmetal gigantamax,melmetal gigantamax,melmetal gigantamax,melmetal gigantamax,melmetal gigantamax,melmetal gigantamax,melmetal gigantamax,melmetal gigantamax,./gifs/shiny/melmetal-gigantamax.gif
melmetal,809.0,./gifs/clear/melmetal.gif,./gifs/blacked/melmetal.gif,0.0,alola,melmetal,melmetal,メルメタル,멜메탈,美錄梅塔,melmetal,melmetal,melmetal,melmetal,./gifs/shiny/melmetal.gif
meloetta,648.0,./gifs/clear/meloetta.gif,./gifs/blacked/meloetta.gif,0.0,unova,meloetta,meloetta,メロエッタ,메로엣타,美洛耶塔,meloetta,meloetta,meloetta,meloetta,./gifs/shiny/meloetta.gif
meltan,808.0,./gifs/clear/meltan.gif,./gifs/blacked/meltan.gif,0.0,alola,meltan,meltan,メルタン,멜탄,美錄坦,meltan,meltan,meltan,meltan,./gifs/shiny/meltan.gif
meowstic,678.0,./gifs/clear/meowstic.gif,./gifs/blacked/meowstic.gif,0.0,kalos,psiaugon,mistigrix,ニャオニクス,냐오닉스,超能妙喵,meowstic,meowstic,meowstic,meowstic,./gifs/shiny/meowstic.gif
meowth-alola,,./gifs/clear/meowth-alola.gif,./gifs/blacked/meowth-alola.gif,0.0,alola,meowth alola,meowth alola,meowth alola,meowth alola,meowth alola,meowth alola,meowth alola,meowth alola,meowth alola,./gifs/shiny/meowth-alola.gif
meowth-galar,,./gifs/clear/meowth-galar.gif,./gifs/blacked/meowth-galar.gif,0.0,galar,meowth galar,meowth galar,meowth galar,meowth galar,meowth galar,meowth galar,meowth galar,meowth galar,meowth galar,./gifs/shiny/meowth-galar.gif
meowth-gigantamax,,./gifs/clear/meowth-gigantamax.gif,./gifs/blacked/meowth-gigantamax.gif,0.0,gmax,meowth gigantamax,meowth gigantamax,meowth gigantamax,meowth gigantamax,meowth gigantamax,meowth gigantamax,meowth gigantamax,meowth gigantamax,meowth gigantamax,./gifs/shiny/meowth-gigantamax.gif
meowth,52.0,./gifs/clear/meowth.gif,./gifs/blacked/meowth.gif,0.0,kanto,mauzi,miaouss,ニャース,나옹,喵喵,meowth,meowth,meowth,meowth,./gifs/shiny/meowth.gif
mesprit,481.0,./gifs/clear/mesprit.gif,./gifs/blacked/mesprit.gif,0.0,other,vesprit,créfollet,エムリット,엠라이트,艾姆利多,mesprit,mesprit,mesprit,mesprit,./gifs/shiny/mesprit.gif
metagross-mega,,./gifs/clear/metagross-mega.gif,./gifs/blacked/metagross-mega.gif,,mega,metagross mega,metagross mega,metagross mega,metagross mega,metagross mega,metagross mega,metagross mega,metagross mega,metagross mega,./gifs/shiny/metagross-mega.gif
metagross,376.0,./gifs/clear/metagross.gif,./gifs/blacked/metagross.gif,0.0,hoenn,metagross,métalosse,メタグロス,메타그로스,巨金怪,metagross,metagross,metagross,metagross,./gifs/shiny/metagross.gif
metang,375.0,./gifs/clear/metang.gif,./gifs/blacked/metang.gif,0.0,hoenn,metang,métang,メタング,메탕구,金屬怪,metang,metang,metang,metang,./gifs/shiny/metang.gif
metapod,11.0,./gifs/clear/metapod.gif,./gifs/blacked/metapod.gif,0.0,kanto,safcon,chrysacier,トランセル,단데기,鐵甲蛹,metapod,metapod,metapod,metapod,./gifs/shiny/metapod.gif
mew,151.0,./gifs/clear/mew.gif,./gifs/blacked/mew.gif,0.0,kanto,mew,mew,ミュウ,뮤,夢幻,mew,mew,mew,mew,./gifs/shiny/mew.gif
mewtwo,150.0,./gifs/clear/mewtwo.gif,./gifs/blacked/mewtwo.gif,0.0,kanto,mewtu,mewtwo,ミュウツー,뮤츠,超夢,mewtwo,mewtwo,mewtwo,mewtwo,./gifs/shiny/mewtwo.gif
mienfoo,619.0,./gifs/clear/mienfoo.gif,./gifs/blacked/mienfoo.gif,0.0,unova,lin-fu,kungfouine,コジョフー,비조푸,功夫鼬,mienfoo,mienfoo,mienfoo,mienfoo,./gifs/shiny/mienfoo.gif
mienshao,620.0,./gifs/clear/mienshao.gif,./gifs/blacked/mienshao.gif,0.0,unova,wie-shu,shaofouine,コジョンド,비조도,師父鼬,mienshao,mienshao,mienshao,mienshao,./gifs/shiny/mienshao.gif
mightyena,262.0,./gifs/clear/mightyena.gif,./gifs/blacked/mightyena.gif,0.0,hoenn,magnayen,grahyèna,グラエナ,그라에나,大狼犬,mightyena,mightyena,mightyena,mightyena,./gifs/shiny/mightyena.gif
milcery,868.0,./gifs/clear/milcery.gif,./gifs/blacked/milcery.gif,0.0,other,hokumil,crèmy,マホミル,마빌크,小仙奶,milcery,milcery,milcery,milcery,./gifs/shiny/milcery.gif
milotic,350.0,./gifs/clear/milotic.gif,./gifs/blacked/milotic.gif,0.0,hoenn,milotic,milobellus,ミロカロス,밀로틱,美納斯,milotic,milotic,milotic,milotic,./gifs/shiny/milotic.gif
miltank,241.0,./gifs/clear/miltank.gif,./gifs/blacked/miltank.gif,0.0,johto,miltank,écrémeuh,ミルタンク,밀탱크,大奶罐,miltank,miltank,miltank,miltank,./gifs/shiny/miltank.gif
mime-jr.,,./gifs/clear/mime_jr.gif,./gifs/blacked/mime_jr.gif,,other,mime jr.,mime jr.,mime jr.,mime jr.,mime jr.,mime jr.,mime jr.,mime jr.,mime jr.,./gifs/shiny/mime_jr.gif
mimikyu-busted-form,,,,,other,mimikyu busted form,mimikyu busted form,mimikyu busted form,mimikyu busted form,mimikyu busted form,mimikyu busted form,mimikyu busted form,mimikyu busted form,mimikyu busted form,
mimikyu,778.0,./gifs/clear/mimikyu.gif,./gifs/blacked/mimikyu.gif,0.0,alola,mimigma,mimiqui,ミミッキュ,따라큐,謎擬ｑ,mimikyu,mimikyu,mimikyu,mimikyu,./gifs/shiny/mimikyu.gif
minccino,572.0,./gifs/clear/minccino.gif,./gifs/blacked/minccino.gif,0.0,unova,picochilla,chinchidou,チラーミィ,치라미,泡沫栗鼠,minccino,minccino,minccino,minccino,./gifs/shiny/minccino.gif
minior,774.0,./gifs/clear/minior.gif,./gifs/blacked/minior.gif,0.0,alola,meteno,météno,メテノ,메테노,小隕星,minior,minior,minior,minior,./gifs/shiny/minior.gif
minun,312.0,./gifs/clear/minun.gif,./gifs/blacked/minun.gif,0.0,hoenn,minun,négapi,マイナン,마이농,負電拍拍,minun,minun,minun,minun,./gifs/shiny/minun.gif
misdreavus,200.0,./gifs/clear/misdreavus.gif,./gifs/blacked/misdreavus.gif,0.0,johto,traunfugil,feuforêve,ムウマ,무우마,夢妖,misdreavus,misdreavus,misdreavus,misdreavus,./gifs/shiny/misdreavus.gif
mismagius,429.0,./gifs/clear/mismagius.gif,./gifs/blacked/mismagius.gif,0.0,other,traunmagil,magirêve,ムウマージ,무우마직,夢妖魔,mismagius,mismagius,mismagius,mismagius,./gifs/shiny/mismagius.gif
moltres-galar,,./gifs/clear/moltres-galar.gif,./gifs/blacked/moltres-galar.gif,,galar,moltres galar,moltres galar,moltres galar,moltres galar,moltres galar,moltres galar,moltres galar,moltres galar,moltres galar,./gifs/shiny/moltres-galar.gif
moltres,146.0,./gifs/clear/moltres.gif,./gifs/blacked/moltres.gif,0.0,kanto,lavados,sulfura,ファイヤー,파이어,火焰鳥,moltres,moltres,moltres,moltres,./gifs/shiny/moltres.gif
monferno,391.0,./gifs/clear/monferno.gif,./gifs/blacked/monferno.gif,0.0,other,panpyro,chimpenfeu,モウカザル,파이숭이,猛火猴,monferno,monferno,monferno,monferno,./gifs/shiny/monferno.gif
morelull,755.0,./gifs/clear/morelull.gif,./gifs/blacked/morelull.gif,0.0,alola,bubungus,spododo,ネマシュ,자마슈,睡睡菇,morelull,morelull,morelull,morelull,./gifs/shiny/morelull.gif
morgrem,860.0,./gifs/clear/morgrem.gif,./gifs/blacked/morgrem.gif,0.0,other,pelzebub,fourbelin,ギモー,쏘겨모,詐唬魔,morgrem,morgrem,morgrem,morgrem,./gifs/shiny/morgrem.gif
morpeko,877.0,./gifs/clear/morpeko.gif,./gifs/blacked/morpeko.gif,0.0,other,morpeko,morpeko,モルペコ,모르페코,莫魯貝可,morpeko,morpeko,morpeko,morpeko,./gifs/shiny/morpeko.gif
mothim,414.0,./gifs/clear/mothim.gif,./gifs/blacked/mothim.gif,0.0,other,moterpel,papilord,ガーメイル,나메일,紳士蛾,mothim,mothim,mothim,mothim,./gifs/shiny/mothim.gif
mr.-mime-galar,,./gifs/clear/mr.-mime-galar.gif,,,galar,mr. mime galar,mr. mime galar,mr. mime galar,mr. mime galar,mr. mime galar,mr. mime galar,mr. mime galar,mr. mime galar,mr. mime galar,./gifs/shiny/mr.-mime-galar.gif
mr.-mime,,./gifs/clear/mr._mime.gif,./gifs/blacked/mr.-mime.gif,,other,mr. mime,mr. mime,mr. mime,mr. mime,mr. mime,mr. mime,mr. mime,mr. mime,mr. mime,./gifs/shiny/mr._mime.gif
mr.-rime,,,,,other,mr. rime,mr. rime,mr. rime,mr. rime,mr. rime,mr. rime,mr. rime,mr. rime,mr. rime,
mudbray,749.0,./gifs/clear/mudbray.gif,./gifs/blacked/mudbray.gif,0.0,alola,pampuli,tiboudet,ドロバンコ,머드나기,泥驢仔,mudbray,mudbray,mudbray,mudbray,./gifs/shiny/mudbray.gif
mudkip,258.0,./gifs/clear/mudkip.gif,./gifs/blacked/mudkip.gif,0.0,hoenn,hydropi,gobou,ミズゴロウ,물짱이,水躍魚,mudkip,mudkip,mudkip,mudkip,./gifs/shiny/mudkip.gif
mudsdale,750.0,./gifs/clear/mudsdale.gif,./gifs/blacked/mudsdale.gif,0.0,alola,pampross,bourrinos,バンバドロ,만마드,重泥挽馬,mudsdale,mudsdale,mudsdale,mudsdale,./gifs/shiny/mudsdale.gif
muk-alola,,./gifs/clear/muk-alola.gif,./gifs/blacked/muk-alola.gif,0.0,alola,muk alola,muk alola,muk alola,muk alola,muk alola,muk alola,muk alola,muk alola,muk alola,./gifs/shiny/muk-alola.gif
muk,89.0,./gifs/clear/muk.gif,./gifs/blacked/muk.gif,0.0,kanto,sleimok,grotadmorv,ベトベトン,질뻐기,臭臭泥,muk,muk,muk,muk,./gifs/shiny/muk.gif
munchlax,446.0,./gifs/clear/munchlax.gif,./gifs/blacked/munchlax.gif,0.0,other,mampfaxo,goinfrex,ゴンベ,먹고자,小卡比獸,munchlax,munchlax,munchlax,munchlax,./gifs/shiny/munchlax.gif
munna,517.0,./gifs/clear/munna.gif,./gifs/blacked/munna.gif,0.0,unova,somniam,munna,ムンナ,몽나,食夢夢,munna,munna,munna,munna,./gifs/shiny/munna.gif
murkrow,198.0,./gifs/clear/murkrow.gif,./gifs/blacked/murkrow.gif,0.0,johto,kramurx,cornèbre,ヤミカラス,니로우,黑暗鴉,murkrow,murkrow,murkrow,murkrow,./gifs/shiny/murkrow.gif
musharna,518.0,./gifs/clear/musharna.gif,./gifs/blacked/musharna.gif,0.0,unova,somnivora,mushana,ムシャーナ,몽얌나,夢夢蝕,musharna,musharna,musharna,musharna,./gifs/shiny/musharna.gif
naganadel,804.0,./gifs/clear/naganadel.gif,./gifs/blacked/naganadel.gif,0.0,alola,agoyon,mandrillon,アーゴヨン,아고용,四顎針龍,naganadel,naganadel,naganadel,naganadel,./gifs/shiny/naganadel.gif
natu,177.0,./gifs/clear/natu.gif,./gifs/blacked/natu.gif,0.0,johto,natu,natu,ネイティ,네이티,天然雀,natu,natu,natu,natu,./gifs/shiny/natu.gif
necrozma,800.0,./gifs/clear/necrozma.gif,./gifs/blacked/necrozma.gif,0.0,alola,necrozma,necrozma,ネクロズマ,네크로즈마,奈克洛茲瑪,necrozma,necrozma,necrozma,necrozma,./gifs/shiny/necrozma.gif
nickit,827.0,./gifs/clear/nickit.gif,./gifs/blacked/nickit.gif,0.0,other,kleptifux,goupilou,クスネ,훔처우,偷兒狐,nickit,nickit,nickit,nickit,./gifs/shiny/nickit.gif
nidoking,34.0,./gifs/clear/nidoking.gif,./gifs/blacked/nidoking.gif,0.0,kanto,nidoking,nidoking,ニドキング,니드킹,尼多王,nidoking,nidoking,nidoking,nidoking,./gifs/shiny/nidoking.gif
nidoqueen,31.0,./gifs/clear/nidoqueen.gif,./gifs/blacked/nidoqueen.gif,0.0,kanto,nidoqueen,nidoqueen,ニドクイン,니드퀸,尼多后,nidoqueen,nidoqueen,nidoqueen,nidoqueen,./gifs/shiny/nidoqueen.gif
nidoran,,./gifs/clear/nidoran_m.gif,./gifs/blacked/nidoran_m.gif,,other,nidoran,nidoran,nidoran,nidoran,nidoran,nidoran,nidoran,nidoran,nidoran,./gifs/shiny/nidoran_m.gif
nidorina,30.0,./gifs/clear/nidorina.gif,./gifs/blacked/nidorina.gif,0.0,kanto,nidorina,nidorina,ニドリーナ,니드리나,尼多娜,nidorina,nidorina,nidorina,nidorina,./gifs/shiny/nidorina.gif
nidorino,33.0,./gifs/clear/nidorino.gif,./gifs/blacked/nidorino.gif,0.0,kanto,nidorino,nidorino,ニドリーノ,니드리노,尼多力諾,nidorino,nidorino,nidorino,nidorino,./gifs/shiny/nidorino.gif
nihilego,793.0,./gifs/clear/nihilego.gif,./gifs/blacked/nihilego.gif,0.0,alola,anego,zéroïd,ウツロイド,텅비드,虛吾伊德,nihilego,nihilego,nihilego,nihilego,./gifs/shiny/nihilego.gif
nincada,290.0,./gifs/clear/nincada.gif,./gifs/blacked/nincada.gif,0.0,hoenn,nincada,ningale,ツチニン,토중몬,土居忍士,nincada,nincada,nincada,nincada,./gifs/shiny/nincada.gif
ninetales-alola,,./gifs/clear/ninetales-alola.gif,./gifs/blacked/ninetales-alola.gif,0.0,alola,ninetales alola,ninetales alola,ninetales alola,ninetales alola,ninetales alola,ninetales alola,ninetales alola,ninetales alola,ninetales alola,./gifs/shiny/ninetales-alola.gif
ninetales,38.0,./gifs/clear/ninetales.gif,./gifs/blacked/ninetales.gif,0.0,kanto,vulnona,feunard,キュウコン,나인테일,九尾,ninetales,ninetales,ninetales,ninetales,./gifs/shiny/ninetales.gif
ninjask,291.0,./gifs/clear/ninjask.gif,./gifs/blacked/ninjask.gif,0.0,hoenn,ninjask,ninjask,テッカニン,아이스크,鐵面忍者,ninjask,ninjask,ninjask,ninjask,./gifs/shiny/ninjask.gif
noctowl,164.0,./gifs/clear/noctowl.gif,./gifs/blacked/noctowl.gif,0.0,johto,noctuh,noarfang,ヨルノズク,야부엉,貓頭夜鷹,noctowl,noctowl,noctowl,noctowl,./gifs/shiny/noctowl.gif
noibat,714.0,./gifs/clear/noibat.gif,./gifs/blacked/noibat.gif,0.0,kalos,ef-em,sonistrelle,オンバット,음뱃,嗡蝠,noibat,noibat,noibat,noibat,./gifs/shiny/noibat.gif
noivern,715.0,./gifs/clear/noivern.gif,./gifs/blacked/noivern.gif,0.0,kalos,uhafnir,bruyverne,オンバーン,음번,音波龍,noivern,noivern,noivern,noivern,./gifs/shiny/noivern.gif
nosepass,299.0,./gifs/clear/nosepass.gif,./gifs/blacked/nosepass.gif,0.0,hoenn,nasgnet,tarinor,ノズパス,코코파스,朝北鼻,nosepass,nosepass,nosepass,nosepass,./gifs/shiny/nosepass.gif
numel,322.0,./gifs/clear/numel.gif,./gifs/blacked/numel.gif,0.0,hoenn,camaub,chamallot,ドンメル,둔타,呆火駝,numel,numel,numel,numel,./gifs/shiny/numel.gif
nuzleaf,274.0,./gifs/clear/nuzleaf.gif,./gifs/blacked/nuzleaf.gif,0.0,hoenn,blanas,pifeuil,コノハナ,잎새코,長鼻葉,nuzleaf,nuzleaf,nuzleaf,nuzleaf,./gifs/shiny/nuzleaf.gif
obstagoon,862.0,./gifs/clear/obstagoon.gif,./gifs/blacked/obstagoon.gif,0.0,other,barrikadax,ixon,タチフサグマ,가로막구리,堵攔熊,obstagoon,obstagoon,obstagoon,obstagoon,./gifs/shiny/obstagoon.gif
octillery,224.0,./gifs/clear/octillery.gif,./gifs/blacked/octillery.gif,0.0,johto,octillery,octillery,オクタン,대포무노,章魚桶,octillery,octillery,octillery,octillery,./gifs/shiny/octillery.gif
oddish,43.0,./gifs/clear/oddish.gif,./gifs/blacked/oddish.gif,0.0,kanto,myrapla,mystherbe,ナゾノクサ,뚜벅쵸,走路草,oddish,oddish,oddish,oddish,./gifs/shiny/oddish.gif
omanyte,138.0,./gifs/clear/omanyte.gif,./gifs/blacked/omanyte.gif,0.0,kanto,amonitas,amonita,オムナイト,암나이트,菊石獸,omanyte,omanyte,omanyte,omanyte,./gifs/shiny/omanyte.gif
omastar,139.0,./gifs/clear/omastar.gif,./gifs/blacked/omastar.gif,0.0,kanto,amoroso,amonistar,オムスター,암스타,多刺菊石獸,omastar,omastar,omastar,omastar,./gifs/shiny/omastar.gif
onix,95.0,./gifs/clear/onix.gif,./gifs/blacked/onix.gif,0.0,kanto,onix,onix,イワーク,롱스톤,大岩蛇,onix,onix,onix,onix,./gifs/shiny/onix.gif
oranguru,765.0,./gifs/clear/oranguru.gif,./gifs/blacked/oranguru.gif,0.0,alola,kommandutan,gouroutan,ヤレユータン,하랑우탄,智揮猩,oranguru,oranguru,oranguru,oranguru,./gifs/shiny/oranguru.gif
orbeetle-gigantamax,,./gifs/clear/orbeetle-gigantamax.gif,./gifs/blacked/orbeetle-gigantamax.gif,0.0,gmax,orbeetle gigantamax,orbeetle gigantamax,orbeetle gigantamax,orbeetle gigantamax,orbeetle gigantamax,orbeetle gigantamax,orbeetle gigantamax,orbeetle gigantamax,orbeetle gigantamax,./gifs/shiny/orbeetle-gigantamax.gif
orbeetle,826.0,./gifs/clear/orbeetle.gif,./gifs/blacked/orbeetle.gif,0.0,other,maritellit,astronelle,イオルブ,이올브,以歐路普,orbeetle,orbeetle,orbeetle,orbeetle,./gifs/shiny/orbeetle.gif
oricorio,741.0,./gifs/clear/oricorio.gif,./gifs/blacked/oricorio.gif,0.0,alola,choreogel,plumeline,オドリドリ,춤추새,花舞鳥,oricorio,oricorio,oricorio,oricorio,./gifs/shiny/oricorio.gif
oshawott,501.0,./gifs/clear/oshawott.gif,./gifs/blacked/oshawott.gif,0.0,unova,ottaro,moustillon,ミジュマル,수댕이,水水獺,oshawott,oshawott,oshawott,oshawott,./gifs/shiny/oshawott.gif
pachirisu,417.0,./gifs/clear/pachirisu.gif,./gifs/blacked/pachirisu.gif,0.0,other,pachirisu,pachirisu,パチリス,파치리스,帕奇利茲,pachirisu,pachirisu,pachirisu,pachirisu,./gifs/shiny/pachirisu.gif
palkia,484.0,./gifs/clear/palkia.gif,./gifs/blacked/palkia.gif,0.0,other,palkia,palkia,パルキア,펄기아,帕路奇亞,palkia,palkia,palkia,palkia,./gifs/shiny/palkia.gif
